Stn Number,agency,Latitude,Longitude,Elevation,First Date,First Yea,Last Date,Last Year,Number of Years,Stn Name
568130_233,233,-34.059,150.6809,66,11:00_11/08/1983,1983,03:00_02/06/2010,2010,28,WEST CAMDEN STP (COMPOSITE)
568132_231,231,-34.7761,150.3739,313,10:00_04/08/1981,1981,14:41_19/09/2008,2008,28,KANGAROO VALLEY (BROOKES PLATEAU)
568133_231,231,-34.8975,150.1575,670,10:40_25/06/1981,1981,11:19_14/07/2008,2008,28,NERRIGA (TALLOWAL CK)
568134_231,231,-35.0351,150.1346,740,12:10_25/06/1981,1981,12:40_14/07/2008,2008,28,NERRIGA (THE JUMPS)
568136_233,233,-34.4409,150.8974,10,13:08_08/10/1998,1998,03:41_03/06/2010,2010,13,WOLLONGONG STP
568140_231,231,-34.1467,150.4244,150,14:44_08/04/1981,1981,13:48_05/09/2008,2008,28,NATTAI CAUSEWAY
568146_231,231,-34.9325,150.3908,150,11:15_11/05/1982,1982,10:49_22/10/2007,2007,26,YALWAL
568147_233,233,-34.0996,150.6981,115,12:30_01/08/1985,1985,00:00_01/06/2010,2010,26,CAMDEN (CAMDEN PARK RESERVIOR)
568149_233,233,-34.0292,150.6575,80,10:45_01/08/1985,1985,00:00_01/06/2010,2010,26,CAMDEN (BROWNLOW HILL)
568153_233,233,-34.3674,150.9098,22,15:08_13/10/1987,1987,03:39_03/06/2010,2010,24,BELLAMBI BOWLING CLUB (FORMERLY CORRIMAL)
568156_233,233,-34.0482,150.73,107,15:48_23/03/1987,1987,00:00_01/06/2010,2010,24,CAMDEN GOLF COURSE
568159_233,233,-34.5005,150.8268,5,14:02_04/04/1989,1989,03:29_03/06/2010,2010,22,KANAHOOKA SPS1113 FORMERLY KANAHOOKA SPS308
568162_233,233,-34.3928,150.8703,105,12:30_03/01/1990,1990,03:30_03/06/2010,2010,21,BALGOWNIE RESERVOIR
568163_231,231,-34.4261,150.1903,480,14:36_04/04/1990,1990,09:41_12/09/2008,2008,19,JOADJA (GREENSTEAD)
568165_231,231,-34.5369,150.3825,660,10:08_28/06/1990,1990,11:59_23/07/2008,2008,19,MOSS VALE (BERRIMA JUNCTION)
568166_231,231,-34.1822,150.5683,270,13:36_30/06/1990,1990,10:01_09/07/2008,2008,19,PICTON (CEDAR CREEK)
568168_233,233,-34.1235,150.7384,82,13:30_17/07/1990,1990,00:00_01/06/2010,2010,21,MENANGLE METEOROLOGICAL STATION.
568169_233,233,-34.4763,150.9065,5,14:40_13/09/1990,1990,03:52_03/06/2010,2010,21,PORT KEMBLA (SPS176)
568170_233,233,-33.3472,150.8578,,15:26_02/10/1990,1990,03:00_03/06/2010,2010,21,BOMBO STP
568171_233,233,-34.5703,150.7684,16,08:56_31/10/1990,1990,03:00_03/06/2010,2010,21,ALBION PARK BOWLING CLUB
568172_233,233,-34.3319,150.9134,18,13:12_31/10/1990,1990,03:34_03/06/2010,2010,21,BULLI BOWLING CLUB (FORMERLY THIRROUL BC)
568173_233,233,-34.483,150.8473,10,11:02_31/10/1990,1990,03:49_03/06/2010,2010,21,BERKELEY (BERKELEY SPORTS AND SOCIAL CLUB)
568180_233,233,-34.4998,150.801,10,09:10_21/09/1991,1991,03:00_03/06/2010,2010,20,DAPTO CITIZENS BOWLING CLUB
568183_231,231,-34.5756,150.5183,685,14:00_14/01/1992,1992,12:06_10/09/2008,2008,17,BURRAWANG (AMGROW)
568184_231,231,-34.5822,150.5764,730,11:04_06/02/1992,1992,11:38_14/07/2008,2008,17,ROBERTSON (CROWES)
568185_233,233,-34.479,150.7584,35,12:26_09/09/1992,1992,03:46_03/06/2010,2010,19,WONGAWILLI (BHP DUST MONITORING SITE)
568186_233,233,-34.581,150.718,46,14:56_07/09/1992,1992,03:00_03/06/2010,2010,19,TONGARRA [GLENHAVEN]
568187_233,233,-34.6407,150.7662,36,15:47_15/09/1992,1992,03:00_03/06/2010,2010,19,JAMBEROO (WOODSTOCK)
568188_233,233,-34.6735,150.8434,81,14:22_29/10/1992,1992,03:00_03/06/2010,2010,19,KIAMA [WATER TANK]
568189_233,233,-34.1891,150.9794,258,16:02_14/12/1992,1992,00:00_01/06/2010,2010,19,HELENSBURGH BOWLING CLUB
568190_231,231,-34.5533,150.6321,630,14:30_29/05/1996,1996,10:58_01/07/2008,2008,13,MOUNT MURRAY NO.2
568296_77,77,-34.1437,150.6467,7.1,14:20_23/01/1991,1991,13:40_19/08/2008,2008,18,THURNS ROAD TBRG
569000_231,231,-35.4497,149.7217,640,12:00_02/06/1981,1981,11:03_16/09/2008,2008,28,BRAIDWOOD (MOUNT VIEW)
569001_231,231,-35.2789,150.0314,656,14:10_26/05/1981,1981,14:52_14/07/2008,2008,28,CORANG (MOTHER MACDONALDS CREEK)
569002_231,231,-35.3025,149.8794,625,09:05_27/05/1981,1981,14:38_15/07/2008,2008,28,DURRAN DURRA
569003_231,231,-35.4264,149.9347,640,07:58_13/01/1982,1982,10:26_17/09/2008,2008,27,MONGARLOWE
569004_231,231,-35.1294,150.1014,660,12:26_26/05/1981,1981,13:50_14/07/2008,2008,28,NERRIGA (QUILTYS FOREST)
569005_231,231,-35.5536,149.8569,693,16:40_04/05/1983,1983,10:50_15/07/2008,2008,26,BRAIDWOOD (REIDSDALE)
570336_231,231,-34.8461,149.9642,582,15:04_02/06/1981,1981,10:44_16/07/2008,2008,28,BUNGONIA (CAVES ROAD)
570337_231,231,-34.8264,149.8567,701,12:54_18/05/1981,1981,11:14_16/07/2008,2008,28,BUNGONIA (WINDTHORPE)
570338_231,231,-35.2733,149.6014,716,10:42_03/04/1981,1981,12:07_15/07/2008,2008,28,BUNGENDORE (MULLOON TRIG)
570340_231,231,-34.9056,149.6708,670,14:28_22/05/1986,1986,14:55_20/08/2008,2008,23,GOULBURN (SPRINGFIELD)
570341_231,231,-34.5508,149.5728,840,08:46_12/06/1986,1986,12:14_20/08/2008,2008,23,GOULBURN (GUNDOWRINGA)
570343_231,231,-35.0028,149.8222,640,09:40_19/05/1981,1981,09:44_16/07/2008,2008,28,WINDELLEMA (FERNLEIGH)
570344_231,231,-35.6917,149.6331,716,10:20_08/04/1981,1981,09:01_15/07/2008,2008,28,ORANMEIR
570345_231,231,-35.8336,149.6222,735,09:16_08/04/1981,1981,08:22_15/07/2008,2008,28,ORANMEIR (YARRA GLEN)
570346_231,231,-35.1617,149.7608,625,12:00_03/04/1981,1981,08:08_16/07/2008,2008,28,LOWER BORO (MILLENDALE)
570347_231,231,-35.1906,149.945,594,09:52_17/12/1981,1981,12:26_15/09/2008,2008,28,OALLEN (HILLVIEW)
570348_231,231,-35.0147,149.9764,580,14:34_18/05/1981,1981,09:06_16/07/2008,2008,28,BLANKET BURN
570349_231,231,-34.4264,149.8036,890,18:40_11/06/1986,1986,13:57_20/08/2008,2008,23,TARALGA (SOMERSET)
570350_231,231,-34.7506,149.6953,700,10:18_19/12/1990,1990,11:42_20/08/2008,2008,19,GOULBURN (WATER TREATMENT WORKS)
570351_231,231,-35.2217,149.9368,600,11:36_30/06/1994,1994,11:44_15/09/2008,2008,15,OALLEN (MOGA) WEATHER STATION
570801_2,2,-35.3832,149.1124,690,13:10_11/08/1988,1988,05:00_27/01/2009,2009,22,FARRER AT HAWKESBURY CRESCENT
570802_2,2,-35.2594,149.0523,0,14:09_23/03/1989,1989,12:54_08/01/2009,2009,21,COOK AT COULTER DRIVE
570803_75,75,-35.3278,149.0969,605,13:12_17/08/1988,1988,06:00_17/04/2009,2009,22,DEAKIN BEHIND TELECOM CENTRE
570804_75,75,-35.3565,149.0701,638,14:15_09/09/1988,1988,06:00_17/04/2009,2009,22,CHIFLEY AT WALDOCK STREET
570805_2,2,-35.8121,149.0719,935,13:03_20/09/1988,1988,05:00_19/02/2009,2009,22,UPPER NAAS VALLEY
570806_75,75,-35.427,149.103,598,11:25_01/12/1987,1987,06:00_17/04/2009,2009,23,TUGGERANONG VALLEY AT ASHLEY DRIVE
570813_75,75,-35.2691,149.1217,561,09:00_01/01/1987,1987,11:28_20/04/2009,2009,23,TURNER AT BARRY DRIVE
570817_2,2,-35.3759,149.1006,633,13:50_02/07/1990,1990,14:15_27/01/2009,2009,20,PLUVIO AT FARRER STORMWATER DRAIN
570819_75,75,-35.1877,149.1417,0,10:30_04/02/1991,1991,09:27_03/10/2002,2002,12,GUNGAHLIN OFF WELLS STATION ROAD.
570821_75,75,-35.3891,149.0602,0,10:19_05/11/1991,1991,11:07_17/04/2009,2009,19,KAMBAH PLUVIO AT WOOLSHED
570822_166,166,-35.2446,149.1934,583,13:08_01/05/1992,1992,10:25_20/04/2009,2009,18,WOOLSHED CRK. PLUVIO AT POLICE DRIVER TRAINI
570823_75,75,-35.4583,149.1125,595,15:22_01/08/1995,1995,12:18_25/05/2009,2009,15,GORDON BORE (BMR NO. L10) PLUVIOGRAPH
570824_75,75,-35.4916,149.0979,0,16:05_31/05/1995,1995,13:14_25/05/2009,2009,15,WRIGHT'S RETARDATION BASIN PLUVIOGRAPH
570825_2,2,-35.3339,148.9179,646,13:35_14/03/1996,1996,05:00_29/08/2008,2008,13,PIERCE'S CRK. WEATHER STATION
570902_75,75,-35.3745,149.0864,641,15:42_24/04/1978,1978,05:00_17/04/2009,2009,32,TORRENS AT BATCHELOR STREET
570903_2,2,-35.8868,149.3567,1158,09:00_30/12/1955,1955,10:03_14/01/2009,2009,55,EASTWOOD\044 JERANGLE
570904_75,75,-35.1615,149.1343,640,14:10_01/08/1980,1980,06:00_20/05/2009,2009,30,HORSE PARK AT GUNDAROO ROAD
570908_75,75,-35.2064,149.0114,550,00:00_01/01/1980,1980,10:34_24/06/2009,2009,30,GINNINDERRA CREEK AT CHARNWOOD
570909_75,75,-35.3505,149.0466,596,14:18_02/10/1981,1981,00:00_17/04/2009,2009,29,STIRLING COLLEGE
570915_2,2,-35.7436,148.9828,997,16:27_23/09/1978,1978,05:00_19/02/2009,2009,32,GUDGENBY HOMESTEAD
570916_2,2,-35.7872,149.4174,1014,09:00_30/03/1956,1956,12:09_14/01/2009,2009,54,HILLSIDE (CLEA)\044 JINGERA
570922_2,2,-35.6675,148.8761,1331,15:43_18/03/1983,1983,05:00_19/03/2009,2009,27,LITTLE CREAMY FLATS AT CORONET PEAK
570925_166,166,-35.2736,149.0086,500,10:03_03/05/1985,1985,06:00_18/05/2009,2009,25,MOLONGLO RIVER BELOW COPPINS CROSSING
570928_2,2,-35.6269,148.95,940,11:47_27/08/1991,1991,09:41_11/12/2008,2008,18,ORRORAL TRACKING STATION
570931_2,2,-35.9066,149.4505,1178,09:00_30/12/1961,1961,10:59_14/01/2009,2009,49,SLAP-UP\044 JERANGLE
570941_166,166,-35.3281,149.0844,570,15:00_27/08/1985,1985,14:00_22/04/2009,2009,25,YARRALUMLA CREEK AT CURTIN
570942_166,166,-35.2483,149.1297,567,09:00_31/08/1985,1985,02:08_19/05/2009,2009,25,SULLIVANS CREEK AT SOUTHWELL PARK
570944_75,75,-35.4083,149.0556,560,14:40_09/10/1985,1985,10:40_25/05/2009,2009,25,TUGGERANONG CREEK U/S SEWER CROSSING
570946_2,2,-35.6511,148.8302,1017,09:00_31/12/1932,1932,06:00_05/03/2009,2009,78,COTTER HUT
570948_2,2,-35.8921,148.9767,1221,09:00_31/12/1956,1956,05:00_19/02/2009,2009,54,WRIGHT'S HILL AT BOBOYAN
570951_2,2,-35.5442,149.2269,740,10:55_05/03/1987,1987,13:45_04/02/2009,2009,23,BURRA CREEK AT BURRA ROAD
570953_2,2,-35.1328,148.9425,0,14:23_28/06/1990,1990,14:39_02/12/2008,2008,19,MURRUMBIDGEE RIVER @ HALL'S CROSSING
570954_2,2,-35.25,148.9583,440,16:30_15/03/1989,1989,06:00_17/03/2009,2009,21,MOLONGLO RIVER AT STURT ISLAND
570955_2,2,-35.3406,148.8311,1040,11:00_25/09/1987,1987,05:00_04/03/2009,2009,23,BLUNDELL'S HILL
570958_2,2,-35.4481,148.8269,785,09:00_01/09/1957,1957,06:00_04/03/2009,2009,53,BENDORA DAM
570965_2,2,-35.6156,149.3486,790,12:45_02/08/1966,1966,05:00_29/01/2009,2009,44,QUEANBEYAN RIVER AT TINDERRY
570966_2,2,-35.6661,148.9881,875,12:00_23/07/1968,1968,12:36_11/12/2008,2008,41,ORRORAL RIVER AT ROAD CROSSING
570967_2,2,-35.5217,148.9083,1205,12:41_28/09/1967,1967,05:00_03/03/2009,2009,43,BACK FLATS
570968_2,2,-35.7438,149.2772,1263,11:43_26/02/1969,1969,13:11_14/01/2009,2009,41,TINDERRY MOUNTAINS AT SIMON'S CREEK
570970_2,2,-35.5731,149.0683,625,11:43_30/08/1968,1968,12:50_02/12/2008,2008,41,GUDGENBY RIVER AT TENNENT
570971_2,2,-35.3835,148.9654,620,09:00_18/05/1946,1946,05:00_25/03/2009,2009,64,PADDY'S RIVER AT RIVERLEA
570977_75,75,-35.3531,149.0986,605,15:05_10/12/1970,1970,12:10_22/04/2009,2009,40,LONG GULLY CREEK AT PHILLIP
570978_75,75,-35.365,149.0928,610,15:18_13/09/1971,1971,10:02_22/04/2009,2009,39,YARRALUMLA CREEK AT MAWSON
570980_2,2,-35.6161,148.9158,1165,12:40_22/11/1972,1972,10:47_11/12/2008,2008,37,ORRORAL VALLEY NEAR SAWPIT CREEK
570981_75,75,-35.2336,149.1363,590,11:45_25/10/1971,1971,05:00_19/05/2009,2009,39,WATSON AT RACECOURSE
570983_2,2,-35.3903,149.2558,590,16:00_13/08/1973,1973,06:00_01/04/2009,2009,37,QUEANBEYAN RIVER AT WICKERSLACK
570985_75,75,-35.5394,149.1003,605,15:00_12/11/1974,1974,09:50_16/06/2009,2009,36,MURRUMBIDGEE RIVER AT LOBBS HOLE CREEK
570987_75,75,-35.2142,149.0939,590,16:07_03/08/1973,1973,14:32_24/06/2009,2009,37,STORMWATER DRAIN AT GIRALANG
570990_75,75,-35.2061,149.11,625,11:15_01/07/1976,1976,07:49_23/03/2009,2009,34,GUNGAHLIN CATCHMENT EAST
570991_75,75,-35.2119,149.1056,620,09:37_20/11/1973,1973,11:15_21/05/2009,2009,37,GIRALANG AT BARTON HIGHWAY
570992_75,75,-35.2078,149.0964,610,13:56_31/03/1982,1982,05:00_21/05/2009,2009,28,GUNGAHLIN CATCHMENT WEST
570993_75,75,-35.4385,149.1471,712,13:37_11/08/1988,1988,00:00_17/04/2009,2009,22,TUGGERANONG VALLEY AT MELROSE FARM
570996_75,75,-35.2247,149.065,582,13:45_19/11/1973,1973,06:00_21/05/2009,2009,37,LAKE GINNINDERRA AT DAM
570999_2,2,-35.5789,148.9106,975,15:18_07/08/1976,1976,11:27_11/12/2008,2008,33,MIDDLE CREEK AT ORRORAL VALLEY
586006_151,151,-37.8216,145.1903,145,08:54_01/07/1991,1991,00:00_20/01/2009,2009,19,MITCHAM RESERVOIR NEAR CARETAKERS HOUSE
586010_151,151,-37.7837,145.1107,60,00:00_28/05/1980,1980,00:00_20/01/2009,2009,30,DONCASTER EASTERN GOLF CLUB
586011_151,151,-37.7216,145.0057,85,00:00_01/01/1984,1984,00:00_20/01/2009,2009,26,PRESTON RESERVOIR NEAR CARETAKERS HOUSE
586023_151,151,-37.9017,145.1279,70,00:06_01/06/1991,1991,00:00_20/01/2009,2009,19,NOTTING HILL RESERVOIR WITHIN RES GROUNDS
586028_151,151,-37.637,144.9091,160,00:00_09/07/1991,1991,00:00_20/01/2009,2009,19,GREENVALE RESERVOIR GREENVALE 3059
586033_151,151,-37.9512,145.4033,200,08:00_01/01/1974,1974,08:00_11/02/2009,2009,36,EMERALD CARDINIA RESERVOIR (NEAR CARETAKERS
586036_151,151,-37.9374,145.0146,,00:00_02/04/1991,1991,00:00_20/01/2009,2009,19,HAMPTON AT BOWLING CLUB\044 FEWSTER ST (14 H
586037_151,151,-37.7777,145.1609,100,00:00_02/04/1991,1991,00:00_20/01/2009,2009,19,DONCASTER RG\044 ZERBES RESERVE (DMO OFFICE
586055_151,151,-37.8848,145.1885,60,13:22_17/05/1978,1978,09:19_22/10/1998,1998,21,WAVERLEY NEIGHBORHOOD PURIFICATION PLANT WIT
586065_151,151,-37.796,145.254,,00:00_29/03/1983,1983,00:00_20/01/2009,2009,27,BURNT BRIDGE TENNIS CLUB (CHEONGS HILL PUMPI
586085_151,151,-37.7762,145.5302,,00:00_22/06/1987,1987,00:00_20/01/2009,2009,23,WITHIN MMBW DEPOT GROUNDS WOORI YALLOCK
586090_151,151,-37.8283,145.3541,,00:06_01/01/1987,1987,00:00_20/01/2009,2009,23,GTV 9 TOWER MT DANDENONG DVA
586095_151,151,-38.0086,145.1331,,13:54_01/03/1992,1992,00:00_20/01/2009,2009,18,BRAESIDE PARK - WETLANDS GOVENOR ROAD  ARI S
586097_151,151,-37.567,145.5253,,11:18_25/02/1998,1998,00:00_20/01/2009,2009,12,TOOLANGI RAINGAUGE
586100_151,151,-37.8223,144.9486,,00:00_04/04/1995,1995,00:00_20/01/2009,2009,15,NORTH WHARF RAIN GAUGE
586115_151,151,-37.9018,145.0273,,00:00_23/06/1987,1987,00:00_20/01/2009,2009,23,CAULFIELD SOUTH (NORTH RD) PUMPING STATION
586146_151,151,-37.4206,144.9825,,00:00_18/04/1977,1977,00:00_20/01/2009,2009,33,WALLAN WILLIAM ST RAINGAUGE
586175_151,151,-37.8106,145.0585,,00:00_11/07/1991,1991,00:00_20/01/2009,2009,19,KEW RESERVOIR COTHAM ROAD RAINGAUGE
586176_151,151,-37.8264,145.1075,,00:00_11/07/1991,1991,00:00_20/01/2009,2009,19,SURREY HILLS RESERVOIR RAINGAUGE CATERBURY R
586177_151,151,-37.8565,145.4127,250,00:00_09/07/1991,1991,00:00_20/01/2009,2009,19,MONBULK\044 STH END OF SILVAN RES NEAR CHLOR
586178_151,151,-37.7638,145.6994,,13:54_22/06/1987,1987,00:00_20/01/2009,2009,23,WARBURTON (GROOM HILL) RAINGAUGE
586182_151,151,-37.724,144.9044,,10:00_01/11/1990,1990,00:00_20/01/2009,2009,20,ESSENDON AIRPORT NORTH ESSENDON RESERVOIR RA
586184_151,151,-37.9618,145.0354,,00:06_01/09/1991,1991,00:00_20/01/2009,2009,19,SANDRINGHAM RESERVOIR RAINGAUGE WITHIN RESER
586185_151,151,-37.9225,145.0819,,00:00_11/07/1991,1991,00:00_20/01/2009,2009,19,OAKLEIGH SOUTH RAINGAUGE AT MOORABBIN RESERV
586187_151,151,-37.9805,145.0848,,13:32_24/03/1997,1997,00:00_20/01/2009,2009,13,MENTONE RAINGAUGE AT SOUTHERN ROAD RB
586195_151,151,-37.8888,145.6013,,13:22_16/03/1998,1998,00:00_20/01/2009,2009,12,BEENAK RAINGAUGE
586196_151,151,-38.3643,145.8189,,10:54_16/12/1999,1999,00:00_20/01/2009,2009,11,UPPER LANG LANG RAINGAUGE AT POOWONG EAST
586197_151,151,-37.8903,145.1735,,00:00_22/10/1998,1998,00:00_20/01/2009,2009,12,MOUNT VIEW RESERVOIR RAINGAUGE\044 STORE AND
586198_151,151,-38.0212,145.9413,,00:00_03/06/1995,1995,00:00_20/01/2009,2009,15,NEERIM SOUTH TARAGO RESERVOIR RAINGAUGE
586199_151,151,-38.0108,145.3614,,15:30_30/07/1982,1982,00:00_20/01/2009,2009,28,BERWICK RAINGAUGE AT BEAUMONT ROAD BERWICK
586201_151,151,-37.997,145.492,,11:45_28/07/1978,1978,00:00_20/01/2009,2009,32,UPPER PAKENHAM RAINGAUGE AT SHELTONS ROAD UP
586202_151,151,-38.356,144.9487,,01:50_01/12/1995,1995,00:00_20/01/2009,2009,15,ARTHURS SEAT RAINGAUGE AT SEAWINDS NATIONAL
586205_151,151,-37.5227,145.3184,,00:00_28/05/1999,1999,00:00_20/01/2009,2009,11,KINGLAKE RAINGAUGE
586206_151,151,-38.2765,145.0996,50,09:00_04/04/2000,2000,00:00_20/01/2009,2009,10,DEVILBEND RESERVOIR RAINGAUGE
586375_151,151,-38.1286,145.2671,,12:25_16/07/1979,1979,00:00_20/01/2009,2009,31,CRANBOURNE RAINGAUGE AT BOTANICAL GARDEN DEP
587004_151,151,-37.7675,144.8207,,00:00_29/03/1981,1981,00:00_20/01/2009,2009,29,SUNSHINE RAINGAUGE (FURLONG ROAD MD)
587014_151,151,-37.6468,144.7989,100,00:00_21/05/1980,1980,00:00_20/01/2009,2009,30,BULLA RAINGAUGE
587023_151,151,-37.9967,144.5492,,00:00_01/01/1999,1999,00:00_20/01/2009,2009,11,LITTLE RIVER RG AT WERRIBEE FARM NO 2 PS RIS
587024_151,151,-37.7927,144.8962,,13:50_01/09/1998,1998,00:00_20/01/2009,2009,12,FOOTSCRAY RAINGAUGE
587026_151,151,-37.233,144.7016,510,09:00_24/01/2000,2000,00:00_20/01/2009,2009,10,LANCEFIELD (COBAW) RAINGAUGE\044 ASHWORTHS H
587030_151,151,-37.9169,144.6421,10,00:00_17/04/1991,1991,00:00_20/01/2009,2009,19,WERRIBEE RG AT FARM HEAD OF THE RD (DROME PA
587047_151,151,-37.8705,144.79,5,09:42_17/09/1991,1991,00:00_20/01/2009,2009,19,ALTONA WESTERN NO.2 R/G TELEMETERED
587051_151,151,-37.729,144.7862,80,11:00_15/02/1989,1989,00:00_20/01/2009,2009,21,ST ALBANS RAINGAUGE AT 4 WINEFRED STREET ST
587117_151,151,-37.3636,144.7677,,00:00_01/08/1976,1976,00:00_20/01/2009,2009,34,ROMSEY RAINGAUGE AT WENELLAN MAIN RD
587118_151,151,-37.4175,144.5592,,00:00_01/08/1976,1976,01:36_15/11/1997,1997,22,MACEDON STATE NURSERY
587126_151,151,-37.3779,144.5967,,06:36_04/08/1999,1999,00:00_20/01/2009,2009,11,MOUNT MACEDON RAINGAUGE (REPEATER)
588026_151,151,-37.449,145.2138,480,00:00_01/12/1989,1989,00:00_20/01/2009,2009,21,STUD FARM WALLABY CREEK
600305a_66,66,-24.8329,146.3133,451,13:13_16/02/1993,1993,15:11_13/05/2008,2008,16,RN 00330007A AT TAMBO
600306a_66,66,-22.4124,145.5461,,12:14_25/07/1995,1995,16:01_21/03/2007,2007,13,RN 00320001A AT SWANLEA
600308a_66,66,-24.5571,146.4452,462,11:35_17/02/1993,1993,10:06_22/09/2008,2008,16,RN 00330004A AT TARABAH #1
600309a_66,66,-21.0156,145.1858,198,08:00_27/07/1995,1995,15:21_28/04/2008,2008,14,RN 00320002 AT OAKLEY
600312a_66,66,-23.8274,145.7859,,12:00_23/07/1995,1995,08:50_06/09/2007,2007,13,RN 00330012A AT PARKGATE
600313a_66,66,-23.8611,145.8516,,22:55_02/09/1995,1995,09:46_06/09/2007,2007,13,RN 00330013A AT NARBETHONG ROAD JUNCTION
600314a_66,66,-23.3957,145.6897,,09:00_24/07/1995,1995,07:44_12/10/2007,2007,13,RN 00330014A AT GRANT
613001a_66,66,-25.6773,148.5273,459,13:13_03/02/1993,1993,09:40_29/10/2008,2008,16,RN 13030613A AT DOBOY
614101a_66,66,-27.0089,153.1633,,13:40_29/04/1993,1993,09:05_16/09/2008,2008,16,RN 14100090A AT BRIBIE ISLAND LINE 3
642201a_66,66,-26.2505,148.5014,371,11:38_04/02/1993,1993,11:30_29/10/2008,2008,16,RN 42220058A AT HUNTERTON
642202a_66,66,-26.4094,148.6549,328,14:59_02/02/1993,1993,12:30_29/10/2008,2008,16,RN 42220061A AT KINGULL
912101a_66,66,-18.6436,139.2514,69,13:30_23/05/1997,1997,11:07_21/09/2008,2008,12,GREGORY RIVER AT GREGORY DOWNS
912105a_66,66,-18.9717,138.8022,134,17:30_14/10/1997,1997,14:30_20/09/2008,2008,12,GREGORY RIVER AT RIVERSLEIGH NO.2
913010a_66,66,-18.8795,139.3586,90,16:40_29/07/1998,1998,15:12_21/09/2008,2008,11,FIERY CREEK AT 16 MILE WATERHOLE
913014a_66,66,-20.3134,139.7412,,15:15_12/10/1997,1997,12:45_18/09/2008,2008,12,LEICHHARDT RIVER AT DOUGHBOY CREEK
915011a_66,66,-20.1775,144.5231,,15:00_10/10/1997,1997,09:48_13/08/2008,2008,12,PORCUPINE CREEK AT MT EMU PLAINS
915013a_66,66,-20.7133,144.5247,398,10:35_31/07/1990,1990,15:30_12/08/2008,2008,19,FLINDERS RIVER AT GLENDOWER
915203b_66,66,-20.7025,140.4944,188,08:59_30/07/1996,1996,17:10_13/08/2008,2008,13,CLONCURRY RIVER AT CLONCURRY
915208a_66,66,-20.6586,141.7583,117,17:50_30/05/1990,1990,15:30_14/08/2008,2008,19,JULIA CREEK AT JULIA CREEK
917001d_66,66,-18.2038,142.8751,167.7,13:59_11/12/1990,1990,13:27_18/08/2008,2008,19,GILBERT RIVER AT ROCKFIELDS
917106a_66,66,-18.502,144.0946,427,11:28_19/03/1998,1998,09:01_14/08/2008,2008,11,EINASLEIGH RIVER AT EINASLEIGH
917107a_66,66,-18.1353,144.3052,430,14:08_10/12/1990,1990,08:15_28/10/2008,2008,19,ELIZABETH CREEK AT MOUNT SURPRISE
917115a_66,66,-19.0863,144.1672,,14:46_20/05/1997,1997,15:51_12/08/2008,2008,12,COPPERFIELD RIVER AT SPANNER WATERHOLE
919003a_66,66,-16.4724,144.2883,174,12:39_16/10/1997,1997,10:42_23/11/2008,2008,12,MITCHELL RIVER AT O.K. BRIDGE
919009a_66,66,-15.9509,142.3772,39,13:50_05/11/1991,1991,10:09_21/11/2008,2008,18,MITCHELL RIVER AT KOOLATAH
919011a_66,66,-16.5366,143.6767,105,07:57_09/02/1990,1990,16:52_22/11/2008,2008,19,MITCHELL RIVER AT GAMBOOLA
919204a_66,66,-16.0419,143.0367,77,11:45_20/05/1999,1999,14:16_20/11/2008,2008,10,PALMER RIVER AT DRUMDUFF
919305b_66,66,-17.1794,145.3,504,14:15_02/06/1999,1999,09:20_17/11/2008,2008,10,WALSH RIVER AT NULLINGA
919310a_66,66,-16.9823,144.2861,210,11:45_09/02/1990,1990,06:31_24/11/2008,2008,19,WALSH RIVER AT ROOKWOOD
922001a_66,66,-13.4191,142.9196,91,13:50_06/02/1990,1990,11:03_15/07/2008,2008,19,ARCHER RIVER AT TELEGRAPH CROSSING
922101b_66,66,-13.9547,143.178,190,13:15_04/12/1989,1989,08:45_03/06/2008,2008,20,COEN RIVER AT RACECOURSE
925001a_66,66,-12.4562,142.6377,30,12:15_01/12/1989,1989,11:45_10/06/2008,2008,20,WENLOCK RIVER AT MORETON
926002a_66,66,-11.834,142.4196,51,12:35_30/05/1990,1990,11:54_15/11/2007,2007,18,DULHUNTY RIVER AT DOUGS PAD
a0041013_78,78,-30.5779,138.9585,492.3,15:02_02/12/1999,1999,17:45_28/10/2008,2008,10,NEPABUNNA ABORIGINAL COMMUNITY RAIN GAUGE
a0051001_78,78,-26.3239,132.4418,621.2,14:18_23/10/1999,1999,08:30_02/11/2008,2008,10,INYARINI HOMELAND (KENMORE PARK) RAIN GAUGE
a0051002_78,78,-26.9843,133.2954,0,07:53_17/12/1997,1997,11:27_19/08/2008,2008,12,INDULKANA ABORIGINAL COMMUNITY RAIN GAUGE
a0231002_78,78,-26.764,132.046,523.6,08:18_21/10/1999,1999,14:48_01/11/2008,2008,10,FREGON ABORIGNAL COMMUNITY RAIN GAUGE
a0231003_78,78,-27.0473,132.6998,480.7,13:55_20/10/1999,1999,10:22_01/11/2008,2008,10,MIMILI ABORIGINAL COMMUNITY RAIN GAUGE
a0231004_78,78,-26.1178,129.1682,0,14:43_02/04/2000,2000,14:34_03/11/2008,2008,9,KALKA ABORIGINAL COMMUNITY RAIN GAUGE
a0231005_78,78,-26.1601,129.1212,0,14:58_22/10/1999,1999,07:53_04/11/2008,2008,10,PIPALYATJARA ABORIGINAL COMMUNITY RAIN GAUGE
